OrderID,OrderDate,CustomerName,Segment,Region,Category,Sales,Profit
ORD-0879,2022-04-06,Shirley Daniels,Home Office,South,Office Supplies,19.44,9.3312
ORD-0879,2022-04-06,Shirley Daniels,Home Office,South,Office Supplies,489.92,0.0
ORD-0879,2022-04-06,Shirley Daniels,Home Office,South,Technology,187.98,52.6344
ORD-0879,2022-04-06,Shirley Daniels,Home Office,South,Technology,155.35,0.0
ORD-0360,2022-04-07,Ed Jacobs,Consumer,West,Furniture,333.0,-16.65
ORD-0360,2022-04-07,Ed Jacobs,Consumer,West,Office Supplies,36.44,12.0252
ORD-0360,2022-04-07,Ed Jacobs,Consumer,West,Office Supplies,57.23,14.3075
ORD-0107,2022-04-08,Jasper Cacioppo,Consumer,East,Office Supplies,3.928,1.3257
ORD-0605,2022-04-10,Mike Vittorini,Consumer,Central,Office Supplies,10.56,4.752
ORD-0605,2022-04-10,Mike Vittorini,Consumer,Central,Office Supplies,229.94,6.8982
ORD-0332,2022-04-11,Liz Carlisle,Consumer,West,Furniture,290.666,3.4196
ORD-0691,2022-04-12,Bradley Drucker,Consumer,Central,Technology,468.9,206.316
ORD-0442,2022-04-13,Eric Barreto,Consumer,South,Office Supplies,18.336,-12.224
ORD-0676,2022-04-13,Cynthia Delaney,Home Office,West,Office Supplies,12.35,5.8045
ORD-0442,2022-04-13,Eric Barreto,Consumer,South,Technology,180.96,13.572
ORD-0270,2022-04-14,Tom Boeckenhauer,Consumer,West,Office Supplies,13.272,4.3134
ORD-0270,2022-04-14,Tom Boeckenhauer,Consumer,West,Office Supplies,83.84,27.248
ORD-0181,2022-04-15,Mark Haberlin,Corporate,West,Office Supplies,17.248,6.0368
ORD-0213,2022-04-15,Deborah Brumfield,Home Office,West,Office Supplies,82.896,29.0136
ORD-0213,2022-04-15,Deborah Brumfield,Home Office,West,Office Supplies,34.24,16.0928
ORD-0229,2022-04-17,Delfina Latchford,Consumer,Central,Office Supplies,8.952,-14.7708
ORD-0567,2022-04-17,Neil Ducich,Corporate,South,Office Supplies,15.0,7.2
ORD-0567,2022-04-17,Neil Ducich,Corporate,South,Technology,144.95,42.0355
ORD-0567,2022-04-17,Neil Ducich,Corporate,South,Technology,161.61,42.0186
ORD-1061,2022-04-18,Chris Selesnick,Corporate,East,Office Supplies,64.96,9.744
ORD-0222,2022-04-18,Cyma Kinney,Corporate,East,Technology,115.36,49.6048
ORD-0477,2022-04-19,Nathan Mautz,Home Office,West,Furniture,14.56,5.5328
ORD-1050,2022-04-22,Guy Armstrong,Consumer,Central,Furniture,60.89,15.2225
ORD-1050,2022-04-22,Guy Armstrong,Consumer,Central,Furniture,332.94,53.2704
ORD-0508,2022-04-22,Natalie Fritzler,Consumer,South,Furniture,1256.22,75.3732
ORD-0508,2022-04-22,Natalie Fritzler,Consumer,South,Office Supplies,17.46,8.2062
ORD-1050,2022-04-22,Guy Armstrong,Consumer,Central,Office Supplies,51.9,24.393
ORD-1050,2022-04-22,Guy Armstrong,Consumer,Central,Office Supplies,9.64,4.4344
ORD-1050,2022-04-22,Guy Armstrong,Consumer,Central,Office Supplies,14.94,6.8724
ORD-1050,2022-04-22,Guy Armstrong,Consumer,Central,Office Supplies,64.96,2.5984
ORD-0508,2022-04-22,Natalie Fritzler,Consumer,South,Technology,234.45,103.158
ORD-0266,2022-04-23,Sanjit Chand,Consumer,West,Furniture,129.568,-24.294
ORD-0418,2022-04-25,Marina Lichtenstein,Corporate,West,Office Supplies,81.96,22.9488
ORD-0221,2022-04-25,Shui Tom,Consumer,Central,Office Supplies,16.176,6.066
ORD-0418,2022-04-25,Marina Lichtenstein,Corporate,West,Office Supplies,238.62,4.7724
ORD-0418,2022-04-25,Marina Lichtenstein,Corporate,West,Technology,239.97,86.3892
ORD-1010,2022-04-26,Barry Französisch,Corporate,West,Office Supplies,21.36,7.209
ORD-0424,2022-04-27,Michael Nguyen,Consumer,Central,Office Supplies,7.96,-13.93
ORD-0424,2022-04-27,Michael Nguyen,Consumer,Central,Office Supplies,1.08,-1.728
ORD-0862,2022-04-28,Delfina Latchford,Consumer,Central,Office Supplies,54.208,8.8088
ORD-1011,2022-04-29,Troy Blackwell,Consumer,Central,Furniture,25.16,-11.322
ORD-0848,2022-04-29,Aaron Bergman,Consumer,Central,Office Supplies,12.624,-2.5248
ORD-0245,2022-05-01,Linda Cazamias,Corporate,Central,Furniture,20.32,6.9088
ORD-1001,2022-05-01,Steven Roelle,Home Office,West,Office Supplies,12.96,6.2208
ORD-0245,2022-05-01,Linda Cazamias,Corporate,Central,Technology,62.31,22.4316
ORD-1009,2022-05-02,Tamara Manning,Consumer,Central,Office Supplies,8.85,-13.7175
ORD-0589,2022-05-03,Sue Ann Reed,Consumer,West,Office Supplies,19.44,9.3312
ORD-0164,2022-05-04,Michael Grace,Home Office,Central,Office Supplies,4.428,-6.8634
ORD-0164,2022-05-04,Michael Grace,Home Office,Central,Office Supplies,6.936,2.3409
ORD-0641,2022-05-05,Jennifer Halladay,Consumer,West,Office Supplies,22.776,7.6869
ORD-0641,2022-05-05,Jennifer Halladay,Consumer,West,Office Supplies,32.896,11.1024
ORD-0895,2022-05-08,Joy Smith,Consumer,East,Office Supplies,19.456,3.4048
ORD-0310,2022-05-10,Vicky Freymann,Home Office,Central,Furniture,634.116,-172.1172
ORD-0556,2022-05-10,Shahid Collister,Consumer,Central,Furniture,362.25,0.0
ORD-0172,2022-05-10,Dave Brooks,Consumer,West,Furniture,457.568,51.4764
ORD-0556,2022-05-10,Shahid Collister,Consumer,Central,Furniture,63.552,-34.9536
ORD-1049,2022-05-10,Giulietta Weimer,Consumer,Central,Furniture,376.509,-43.0296
ORD-0556,2022-05-10,Shahid Collister,Consumer,Central,Office Supplies,18.84,-3.5325
ORD-0310,2022-05-10,Vicky Freymann,Home Office,Central,Office Supplies,17.472,5.6784
ORD-0556,2022-05-10,Shahid Collister,Consumer,Central,Office Supplies,129.552,-22.6716
ORD-1049,2022-05-10,Giulietta Weimer,Consumer,Central,Office Supplies,137.352,8.5845
ORD-0734,2022-05-10,Hallie Redmond,Home Office,East,Technology,5.94,1.6038
ORD-0217,2022-05-11,Kristina Nunn,Home Office,East,Office Supplies,11.36,5.3392
ORD-0272,2022-05-11,Nicole Hansen,Corporate,East,Office Supplies,3.424,1.07
ORD-0217,2022-05-11,Kristina Nunn,Home Office,East,Office Supplies,36.4,17.472
ORD-0272,2022-05-11,Nicole Hansen,Corporate,East,Technology,151.2,32.13
ORD-0515,2022-05-12,Jill Stevenson,Corporate,East,Furniture,302.45,-199.617
ORD-0192,2022-05-12,Eva Jacobs,Consumer,West,Furniture,626.352,-23.4882
ORD-0544,2022-05-12,Sam Craven,Consumer,Central,Office Supplies,176.772,-459.6072
ORD-0884,2022-05-12,Ashley Jarboe,Consumer,South,Office Supplies,19.456,3.4048
ORD-0514,2022-05-12,Anne Pryor,Home Office,East,Office Supplies,25.32,9.1785
ORD-0514,2022-05-12,Anne Pryor,Home Office,East,Office Supplies,125.76,40.872
ORD-0515,2022-05-12,Jill Stevenson,Corporate,East,Office Supplies,15.12,4.914
ORD-0515,2022-05-12,Jill Stevenson,Corporate,East,Office Supplies,44.672,-10.0512
ORD-0514,2022-05-12,Anne Pryor,Home Office,East,Technology,9.99,4.5954
ORD-0357,2022-05-13,Sanjit Chand,Consumer,South,Office Supplies,15.552,2.3328
ORD-0346,2022-05-13,Clay Ludtke,Consumer,South,Office Supplies,354.9,17.745
ORD-1059,2022-05-14,Aimee Bixby,Consumer,East,Office Supplies,59.52,15.4752
ORD-1059,2022-05-14,Aimee Bixby,Consumer,East,Office Supplies,49.632,16.7508
ORD-1059,2022-05-14,Aimee Bixby,Consumer,East,Office Supplies,97.82,45.9754
ORD-1059,2022-05-14,Aimee Bixby,Consumer,East,Office Supplies,18.62,5.3998
ORD-1059,2022-05-14,Aimee Bixby,Consumer,East,Technology,479.97,177.5889
ORD-0176,2022-05-16,Craig Molinari,Corporate,West,Furniture,436.704,21.8352
ORD-0897,2022-05-16,Aaron Bergman,Consumer,West,Furniture,48.712,5.4801
ORD-0176,2022-05-16,Craig Molinari,Corporate,West,Furniture,481.568,54.1764
ORD-0176,2022-05-16,Craig Molinari,Corporate,West,Office Supplies,20.65,9.499
ORD-0897,2022-05-16,Aaron Bergman,Consumer,West,Office Supplies,17.94,4.6644
ORD-0570,2022-05-16,Nora Pelletier,Home Office,West,Office Supplies,107.648,33.64
ORD-0176,2022-05-16,Craig Molinari,Corporate,West,Office Supplies,204.9,0.0
ORD-0897,2022-05-16,Aaron Bergman,Consumer,West,Office Supplies,242.94,4.8588
ORD-0681,2022-05-19,Kean Thornton,Consumer,West,Office Supplies,83.168,9.3564
ORD-0105,2022-05-19,Scott Williamson,Consumer,Central,Office Supplies,22.38,10.7424
ORD-0681,2022-05-19,Kean Thornton,Consumer,West,Office Supplies,636.408,-15.9102
ORD-1030,2022-05-20,Chloris Kastensmidt,Consumer,East,Furniture,8.32,2.288
ORD-0327,2022-05-20,Filia McAdams,Corporate,South,Office Supplies,146.76,38.1576
ORD-0154,2022-05-20,Richard Bierner,Consumer,West,Office Supplies,7.98,2.0748
ORD-1030,2022-05-20,Chloris Kastensmidt,Consumer,East,Office Supplies,10.464,1.7004
ORD-0327,2022-05-20,Filia McAdams,Corporate,South,Office Supplies,14.94,7.0218
ORD-0923,2022-05-20,Kelly Andreada,Consumer,East,Office Supplies,108.92,49.014
ORD-0327,2022-05-20,Filia McAdams,Corporate,South,Technology,32.96,14.1728
ORD-0327,2022-05-20,Filia McAdams,Corporate,South,Technology,587.97,164.6316
ORD-0015,2022-05-22,Nicole Fjeld,Home Office,West,Furniture,915.14,102.95
ORD-0015,2022-05-22,Nicole Fjeld,Home Office,West,Furniture,327.76,91.77
ORD-0471,2022-05-23,Christine Kargatis,Home Office,South,Furniture,1139.92,284.98
ORD-0910,2022-05-23,Dean Katz,Corporate,West,Office Supplies,3.38,1.2506
ORD-0324,2022-05-23,Jason Fortune-,Consumer,West,Office Supplies,33.088,11.1672
ORD-0324,2022-05-23,Jason Fortune-,Consumer,West,Office Supplies,62.048,20.1656
ORD-0106,2022-05-23,Neil Französisch,Home Office,South,Office Supplies,91.056,31.8696
ORD-0910,2022-05-23,Dean Katz,Corporate,West,Office Supplies,10.56,4.752
ORD-0845,2022-05-23,Rick Bensley,Home Office,Central,Office Supplies,8.448,2.64
ORD-0324,2022-05-23,Jason Fortune-,Consumer,West,Office Supplies,80.98,3.2392
ORD-0324,2022-05-23,Jason Fortune-,Consumer,West,Office Supplies,21.36,5.7672
ORD-0324,2022-05-23,Jason Fortune-,Consumer,West,Technology,82.8,6.624
ORD-0845,2022-05-23,Rick Bensley,Home Office,Central,Technology,574.91,156.047
ORD-0804,2022-05-24,Alan Shonely,Consumer,South,Furniture,45.696,5.1408
ORD-0804,2022-05-24,Alan Shonely,Consumer,South,Office Supplies,7.218,-5.5338
ORD-0804,2022-05-24,Alan Shonely,Consumer,South,Office Supplies,43.188,-31.6712
ORD-0804,2022-05-24,Alan Shonely,Consumer,South,Office Supplies,131.904,47.8152
ORD-0804,2022-05-24,Alan Shonely,Consumer,South,Office Supplies,142.776,17.847
ORD-0909,2022-05-25,Kristina Nunn,Home Office,South,Technology,471.92,29.495
ORD-0792,2022-05-26,Christine Phan,Corporate,East,Furniture,1071.576,-553.6476
ORD-0792,2022-05-26,Christine Phan,Corporate,East,Furniture,1579.746,-447.5947
ORD-0792,2022-05-26,Christine Phan,Corporate,East,Furniture,613.908,-122.7816
ORD-0376,2022-05-26,Bradley Nguyen,Consumer,Central,Office Supplies,93.78,36.5742
ORD-0999,2022-05-26,Mark Haberlin,Corporate,South,Office Supplies,32.67,8.4942
ORD-0927,2022-05-26,Annie Zypern,Consumer,Central,Office Supplies,4.448,0.3336
ORD-0376,2022-05-26,Bradley Nguyen,Consumer,Central,Office Supplies,19.68,5.7072
ORD-0376,2022-05-26,Bradley Nguyen,Consumer,Central,Office Supplies,35.88,17.2224
ORD-0999,2022-05-26,Mark Haberlin,Corporate,South,Office Supplies,30.44,14.9156
ORD-0999,2022-05-26,Mark Haberlin,Corporate,South,Office Supplies,11.43,5.3721
ORD-0376,2022-05-26,Bradley Nguyen,Consumer,Central,Office Supplies,53.4,25.098
ORD-0376,2022-05-26,Bradley Nguyen,Consumer,Central,Office Supplies,47.18,23.59
ORD-0792,2022-05-26,Christine Phan,Corporate,East,Office Supplies,155.04,75.9696
ORD-0927,2022-05-26,Annie Zypern,Consumer,Central,Office Supplies,5.184,1.8792
ORD-0927,2022-05-26,Annie Zypern,Consumer,Central,Office Supplies,15.552,5.4432
ORD-0792,2022-05-26,Christine Phan,Corporate,East,Office Supplies,34.86,16.3842
ORD-0999,2022-05-26,Mark Haberlin,Corporate,South,Office Supplies,16.0,7.68
ORD-0999,2022-05-26,Mark Haberlin,Corporate,South,Office Supplies,12.96,6.3504
ORD-0511,2022-05-26,Quincy Jones,Corporate,East,Office Supplies,126.624,41.1528
ORD-0281,2022-05-27,Eileen Kiefer,Home Office,West,Furniture,1198.33,70.49
ORD-0750,2022-05-27,Sean Miller,Home Office,South,Furniture,122.352,15.294
ORD-0750,2022-05-27,Sean Miller,Home Office,South,Furniture,30.768,8.0766
ORD-0559,2022-05-27,Sample Company A,Home Office,West,Furniture,111.0,14.43
ORD-0750,2022-05-27,Sean Miller,Home Office,South,Office Supplies,8.016,1.002
ORD-0750,2022-05-27,Sean Miller,Home Office,South,Office Supplies,18.936,5.9175
ORD-0750,2022-05-27,Sean Miller,Home Office,South,Office Supplies,21.376,7.4816
ORD-0559,2022-05-27,Sample Company A,Home Office,West,Office Supplies,1856.19,334.1142
ORD-0559,2022-05-27,Sample Company A,Home Office,West,Technology,1279.968,415.9896
ORD-0750,2022-05-27,Sean Miller,Home Office,South,Technology,22638.48,-1811.0784
ORD-0750,2022-05-27,Sean Miller,Home Office,South,Technology,821.3,-16.426
ORD-0170,2022-05-28,Matt Connell,Corporate,South,Furniture,20.016,5.5044
ORD-0170,2022-05-28,Matt Connell,Corporate,South,Furniture,4.992,1.3728
ORD-0170,2022-05-28,Matt Connell,Corporate,South,Office Supplies,33.57,-25.737
ORD-0170,2022-05-28,Matt Connell,Corporate,South,Office Supplies,11.808,3.9852
ORD-0170,2022-05-28,Matt Connell,Corporate,South,Office Supplies,26.16,1.962
ORD-0170,2022-05-28,Matt Connell,Corporate,South,Technology,170.24,53.2
ORD-0170,2022-05-28,Matt Connell,Corporate,South,Technology,323.976,28.3479
ORD-0880,2022-05-30,Gary McGarr,Consumer,South,Furniture,218.376,-10.9188
ORD-0880,2022-05-30,Gary McGarr,Consumer,South,Furniture,32.952,6.5904
ORD-0974,2022-05-30,Kristen Hastings,Corporate,South,Office Supplies,9.32,2.7028
ORD-0678,2022-05-30,Cassandra Brandow,Consumer,East,Office Supplies,6.048,1.5876
ORD-0678,2022-05-30,Cassandra Brandow,Consumer,East,Office Supplies,7.408,1.2038
ORD-0974,2022-05-30,Kristen Hastings,Corporate,South,Office Supplies,122.94,59.0112
ORD-0974,2022-05-30,Kristen Hastings,Corporate,South,Office Supplies,14.4,6.624
ORD-0880,2022-05-30,Gary McGarr,Consumer,South,Office Supplies,59.2,22.2
ORD-0974,2022-05-30,Kristen Hastings,Corporate,South,Office Supplies,122.97,60.2553
ORD-0215,2022-05-30,Thomas Seio,Corporate,South,Office Supplies,16.272,-3.8646
ORD-0974,2022-05-30,Kristen Hastings,Corporate,South,Technology,3499.93,909.9818
ORD-0781,2022-05-31,Beth Fritzler,Corporate,West,Furniture,314.352,-35.3646
ORD-0535,2022-05-31,Vivian Mathis,Consumer,Central,Office Supplies,16.28,6.512
ORD-0918,2022-05-31,Craig Carroll,Consumer,South,Office Supplies,51.465,-39.4565
ORD-0918,2022-05-31,Craig Carroll,Consumer,South,Office Supplies,7.644,-5.8604
ORD-0781,2022-05-31,Beth Fritzler,Corporate,West,Office Supplies,74.352,23.235
ORD-0998,2022-06-01,Bruce Geld,Consumer,South,Office Supplies,9.912,3.2214
ORD-0405,2022-06-01,Patrick O'Donnell,Consumer,West,Office Supplies,330.4,85.904
ORD-0405,2022-06-01,Patrick O'Donnell,Consumer,West,Technology,604.752,37.797
ORD-0733,2022-06-02,Maurice Satty,Consumer,West,Furniture,40.48,14.5728
ORD-0771,2022-06-02,Carlos Daly,Consumer,East,Office Supplies,24.9,11.703
ORD-0788,2022-06-03,Annie Zypern,Consumer,East,Furniture,366.786,65.2064
ORD-0520,2022-06-03,Christina Anderson,Consumer,West,Office Supplies,25.44,9.9216
ORD-0520,2022-06-03,Christina Anderson,Consumer,West,Office Supplies,14.88,3.72
ORD-0520,2022-06-03,Christina Anderson,Consumer,West,Office Supplies,6.56,1.9024
ORD-0520,2022-06-03,Christina Anderson,Consumer,West,Technology,45.48,15.918
ORD-0711,2022-06-04,Damala Kotsonis,Corporate,West,Office Supplies,3.36,0.84
ORD-0711,2022-06-04,Damala Kotsonis,Corporate,West,Office Supplies,27.936,9.4284
ORD-0114,2022-06-04,Cindy Stewart,Consumer,West,Office Supplies,18.75,9.0
ORD-0655,2022-06-04,Jonathan Doherty,Corporate,West,Technology,66.3,8.619
ORD-0711,2022-06-04,Damala Kotsonis,Corporate,West,Technology,28.784,2.8784
ORD-0364,2022-06-06,Mike Pelletier,Home Office,East,Furniture,330.588,-143.2548
ORD-0642,2022-06-06,Christina VanderZanden,Consumer,Central,Furniture,1184.72,106.6248
ORD-0642,2022-06-06,Christina VanderZanden,Consumer,Central,Office Supplies,6.12,2.8764
ORD-0116,2022-06-06,Daniel Raglin,Home Office,West,Technology,302.376,22.6782
ORD-0637,2022-06-07,Mike Gockenbach,Consumer,Central,Furniture,890.841,-152.7156
ORD-0558,2022-06-08,Guy Armstrong,Consumer,West,Furniture,205.666,-12.098
ORD-0964,2022-06-08,Mark Packer,Home Office,Central,Furniture,127.302,-9.093
ORD-0185,2022-06-08,Susan Gilcrest,Corporate,East,Office Supplies,10.5,2.94
ORD-1058,2022-06-08,Kunst Miller,Consumer,East,Office Supplies,49.65,20.853
ORD-0964,2022-06-08,Mark Packer,Home Office,Central,Office Supplies,335.72,113.3055
ORD-0591,2022-06-08,Dorris liebe,Corporate,West,Office Supplies,44.4,22.2
ORD-0300,2022-06-08,Nat Carroll,Consumer,Central,Office Supplies,129.3,6.465
ORD-0591,2022-06-08,Dorris liebe,Corporate,West,Office Supplies,15.84,0.0
ORD-0964,2022-06-08,Mark Packer,Home Office,Central,Technology,251.944,88.1804
ORD-0545,2022-06-09,Trudy Glocke,Consumer,South,Furniture,1125.488,98.4802
ORD-0516,2022-06-09,Alex Avila,Consumer,West,Office Supplies,52.98,14.8344
ORD-0545,2022-06-09,Trudy Glocke,Consumer,South,Office Supplies,4.032,1.0584
ORD-0130,2022-06-09,Karen Bern,Corporate,South,Office Supplies,1.869,-1.3083
ORD-0545,2022-06-09,Trudy Glocke,Consumer,South,Office Supplies,12.645,-10.116
ORD-0178,2022-06-09,Dorothy Dickinson,Consumer,Central,Office Supplies,8.134,-13.8278
ORD-0289,2022-06-09,Jas O'Carroll,Consumer,East,Office Supplies,0.852,-0.5964
ORD-0516,2022-06-09,Alex Avila,Consumer,West,Office Supplies,673.568,252.588
ORD-0178,2022-06-09,Dorothy Dickinson,Consumer,Central,Technology,79.984,13.9972
ORD-0902,2022-06-10,Kunst Miller,Consumer,West,Office Supplies,17.088,5.5536
ORD-0654,2022-06-10,Katharine Harms,Corporate,East,Office Supplies,6.24,3.0576
ORD-0902,2022-06-10,Kunst Miller,Consumer,West,Office Supplies,29.6,14.8
ORD-0654,2022-06-10,Katharine Harms,Corporate,East,Office Supplies,66.96,2.6784
ORD-0952,2022-06-11,Anna Häberlin,Corporate,South,Furniture,177.68,46.1968
ORD-0990,2022-06-11,Rob Dowd,Consumer,South,Office Supplies,154.9,40.274
ORD-0914,2022-06-11,Sam Craven,Consumer,Central,Office Supplies,33.488,10.465
ORD-0914,2022-06-11,Sam Craven,Consumer,Central,Office Supplies,26.72,9.352
ORD-0990,2022-06-11,Rob Dowd,Consumer,South,Office Supplies,15.84,7.128
ORD-0990,2022-06-11,Rob Dowd,Consumer,South,Technology,1049.93,293.9804
ORD-0287,2022-06-12,Katrina Edelman,Corporate,West,Office Supplies,11.16,5.58
ORD-0287,2022-06-12,Katrina Edelman,Corporate,West,Technology,159.98,57.5928
ORD-0287,2022-06-12,Katrina Edelman,Corporate,West,Technology,62.31,22.4316
ORD-0586,2022-06-13,Maurice Satty,Consumer,Central,Furniture,5.47,2.3521
ORD-0586,2022-06-13,Maurice Satty,Consumer,Central,Office Supplies,79.36,23.808
ORD-0524,2022-06-13,Mary Zewe,Corporate,West,Office Supplies,7.184,2.245
ORD-0187,2022-06-13,Paul Knutson,Home Office,West,Office Supplies,18.9,9.072
ORD-0801,2022-06-13,Ken Black,Corporate,South,Office Supplies,12.96,6.3504
ORD-0801,2022-06-13,Ken Black,Corporate,South,Office Supplies,19.44,9.3312
ORD-0801,2022-06-13,Ken Black,Corporate,South,Office Supplies,232.55,9.302
ORD-0801,2022-06-13,Ken Black,Corporate,South,Technology,99.98,42.9914
