OrderID,CustomerName,Segment,Category,Sales,Profit
ORD-0556,Shahid Collister,Consumer,Furniture,63.552,-34.9536
ORD-1049,Giulietta Weimer,Consumer,Furniture,376.509,-43.0296
ORD-0556,Shahid Collister,Consumer,Office Supplies,18.84,-3.5325
ORD-0310,Vicky Freymann,Home Office,Office Supplies,17.472,5.6784
ORD-0556,Shahid Collister,Consumer,Office Supplies,129.552,-22.6716
ORD-1049,Giulietta Weimer,Consumer,Office Supplies,137.352,8.5845
ORD-0734,Hallie Redmond,Home Office,Technology,5.94,1.6038
ORD-0217,Kristina Nunn,Home Office,Office Supplies,11.36,5.3392
ORD-0272,Nicole Hansen,Corporate,Office Supplies,3.424,1.07
ORD-0217,Kristina Nunn,Home Office,Office Supplies,36.4,17.472
ORD-0272,Nicole Hansen,Corporate,Technology,151.2,32.13
ORD-0515,Jill Stevenson,Corporate,Furniture,302.45,-199.617
ORD-0192,Eva Jacobs,Consumer,Furniture,626.352,-23.4882
ORD-0544,Sam Craven,Consumer,Office Supplies,176.772,-459.6072
ORD-0884,Ashley Jarboe,Consumer,Office Supplies,19.456,3.4048
ORD-0514,Anne Pryor,Home Office,Office Supplies,25.32,9.1785
ORD-0514,Anne Pryor,Home Office,Office Supplies,125.76,40.872
ORD-0515,Jill Stevenson,Corporate,Office Supplies,15.12,4.914
ORD-0515,Jill Stevenson,Corporate,Office Supplies,44.672,-10.0512
ORD-0514,Anne Pryor,Home Office,Technology,9.99,4.5954
ORD-0357,Sanjit Chand,Consumer,Office Supplies,15.552,2.3328
ORD-0346,Clay Ludtke,Consumer,Office Supplies,354.9,17.745
ORD-1059,Aimee Bixby,Consumer,Office Supplies,59.52,15.4752
ORD-1059,Aimee Bixby,Consumer,Office Supplies,49.632,16.7508
ORD-1059,Aimee Bixby,Consumer,Office Supplies,97.82,45.9754
ORD-1059,Aimee Bixby,Consumer,Office Supplies,18.62,5.3998
ORD-1059,Aimee Bixby,Consumer,Technology,479.97,177.5889
ORD-0176,Craig Molinari,Corporate,Furniture,436.704,21.8352
ORD-0897,Aaron Bergman,Consumer,Furniture,48.712,5.4801
ORD-0176,Craig Molinari,Corporate,Furniture,481.568,54.1764
ORD-0176,Craig Molinari,Corporate,Office Supplies,20.65,9.499
ORD-0897,Aaron Bergman,Consumer,Office Supplies,17.94,4.6644
ORD-0570,Nora Pelletier,Home Office,Office Supplies,107.648,33.64
ORD-0176,Craig Molinari,Corporate,Office Supplies,204.9,0.0
ORD-0897,Aaron Bergman,Consumer,Office Supplies,242.94,4.8588
ORD-0681,Kean Thornton,Consumer,Office Supplies,83.168,9.3564
ORD-0105,Scott Williamson,Consumer,Office Supplies,22.38,10.7424
ORD-0681,Kean Thornton,Consumer,Office Supplies,636.408,-15.9102
ORD-1030,Chloris Kastensmidt,Consumer,Furniture,8.32,2.288
ORD-0327,Filia McAdams,Corporate,Office Supplies,146.76,38.1576
ORD-0154,Richard Bierner,Consumer,Office Supplies,7.98,2.0748
ORD-1030,Chloris Kastensmidt,Consumer,Office Supplies,10.464,1.7004
ORD-0327,Filia McAdams,Corporate,Office Supplies,14.94,7.0218
ORD-0923,Kelly Andreada,Consumer,Office Supplies,108.92,49.014
ORD-0327,Filia McAdams,Corporate,Technology,32.96,14.1728
ORD-0327,Filia McAdams,Corporate,Technology,587.97,164.6316
ORD-0015,Nicole Fjeld,Home Office,Furniture,915.14,102.95
ORD-0015,Nicole Fjeld,Home Office,Furniture,327.76,91.77
ORD-0471,Christine Kargatis,Home Office,Furniture,1139.92,284.98
ORD-0910,Dean Katz,Corporate,Office Supplies,3.38,1.2506
ORD-0324,Jason Fortune-,Consumer,Office Supplies,33.088,11.1672
ORD-0324,Jason Fortune-,Consumer,Office Supplies,62.048,20.1656
ORD-0106,Neil Französisch,Home Office,Office Supplies,91.056,31.8696
ORD-0910,Dean Katz,Corporate,Office Supplies,10.56,4.752
ORD-0845,Rick Bensley,Home Office,Office Supplies,8.448,2.64
ORD-0324,Jason Fortune-,Consumer,Office Supplies,80.98,3.2392
ORD-0324,Jason Fortune-,Consumer,Office Supplies,21.36,5.7672
ORD-0324,Jason Fortune-,Consumer,Technology,82.8,6.624
ORD-0845,Rick Bensley,Home Office,Technology,574.91,156.047
ORD-0804,Alan Shonely,Consumer,Furniture,45.696,5.1408
ORD-0804,Alan Shonely,Consumer,Office Supplies,7.218,-5.5338
ORD-0804,Alan Shonely,Consumer,Office Supplies,43.188,-31.6712
ORD-0804,Alan Shonely,Consumer,Office Supplies,131.904,47.8152
ORD-0804,Alan Shonely,Consumer,Office Supplies,142.776,17.847
ORD-0909,Kristina Nunn,Home Office,Technology,471.92,29.495
ORD-0792,Christine Phan,Corporate,Furniture,1071.576,-553.6476
ORD-0792,Christine Phan,Corporate,Furniture,1579.746,-447.5947
ORD-0792,Christine Phan,Corporate,Furniture,613.908,-122.7816
ORD-0376,Bradley Nguyen,Consumer,Office Supplies,93.78,36.5742
ORD-0999,Mark Haberlin,Corporate,Office Supplies,32.67,8.4942
ORD-0927,Annie Zypern,Consumer,Office Supplies,4.448,0.3336
ORD-0376,Bradley Nguyen,Consumer,Office Supplies,19.68,5.7072
ORD-0376,Bradley Nguyen,Consumer,Office Supplies,35.88,17.2224
ORD-0999,Mark Haberlin,Corporate,Office Supplies,30.44,14.9156
ORD-0999,Mark Haberlin,Corporate,Office Supplies,11.43,5.3721
ORD-0376,Bradley Nguyen,Consumer,Office Supplies,53.4,25.098
ORD-0376,Bradley Nguyen,Consumer,Office Supplies,47.18,23.59
ORD-0792,Christine Phan,Corporate,Office Supplies,155.04,75.9696
ORD-0927,Annie Zypern,Consumer,Office Supplies,5.184,1.8792
ORD-0927,Annie Zypern,Consumer,Office Supplies,15.552,5.4432
ORD-0792,Christine Phan,Corporate,Office Supplies,34.86,16.3842
ORD-0999,Mark Haberlin,Corporate,Office Supplies,16.0,7.68
ORD-0999,Mark Haberlin,Corporate,Office Supplies,12.96,6.3504
ORD-0511,Quincy Jones,Corporate,Office Supplies,126.624,41.1528
ORD-0281,Eileen Kiefer,Home Office,Furniture,1198.33,70.49
ORD-0750,Sean Miller,Home Office,Furniture,122.352,15.294
ORD-0750,Sean Miller,Home Office,Furniture,30.768,8.0766
ORD-0559,Sample Company A,Home Office,Furniture,111.0,14.43
ORD-0750,Sean Miller,Home Office,Office Supplies,8.016,1.002
ORD-0750,Sean Miller,Home Office,Office Supplies,18.936,5.9175
ORD-0750,Sean Miller,Home Office,Office Supplies,21.376,7.4816
ORD-0559,Sample Company A,Home Office,Office Supplies,1856.19,334.1142
ORD-0559,Sample Company A,Home Office,Technology,1279.968,415.9896
ORD-0750,Sean Miller,Home Office,Technology,22638.48,-1811.0784
ORD-0750,Sean Miller,Home Office,Technology,821.3,-16.426
ORD-0170,Matt Connell,Corporate,Furniture,20.016,5.5044
ORD-0170,Matt Connell,Corporate,Furniture,4.992,1.3728
ORD-0170,Matt Connell,Corporate,Office Supplies,33.57,-25.737
ORD-0170,Matt Connell,Corporate,Office Supplies,11.808,3.9852
ORD-0170,Matt Connell,Corporate,Office Supplies,26.16,1.962
ORD-0170,Matt Connell,Corporate,Technology,170.24,53.2
ORD-0170,Matt Connell,Corporate,Technology,323.976,28.3479
ORD-0880,Gary McGarr,Consumer,Furniture,218.376,-10.9188
ORD-0880,Gary McGarr,Consumer,Furniture,32.952,6.5904
ORD-0974,Kristen Hastings,Corporate,Office Supplies,9.32,2.7028
ORD-0678,Cassandra Brandow,Consumer,Office Supplies,6.048,1.5876
ORD-0678,Cassandra Brandow,Consumer,Office Supplies,7.408,1.2038
ORD-0974,Kristen Hastings,Corporate,Office Supplies,122.94,59.0112
ORD-0974,Kristen Hastings,Corporate,Office Supplies,14.4,6.624
ORD-0880,Gary McGarr,Consumer,Office Supplies,59.2,22.2
ORD-0974,Kristen Hastings,Corporate,Office Supplies,122.97,60.2553
ORD-0215,Thomas Seio,Corporate,Office Supplies,16.272,-3.8646
ORD-0974,Kristen Hastings,Corporate,Technology,3499.93,909.9818
ORD-0781,Beth Fritzler,Corporate,Furniture,314.352,-35.3646
ORD-0535,Vivian Mathis,Consumer,Office Supplies,16.28,6.512
ORD-0918,Craig Carroll,Consumer,Office Supplies,51.465,-39.4565
ORD-0918,Craig Carroll,Consumer,Office Supplies,7.644,-5.8604
ORD-0781,Beth Fritzler,Corporate,Office Supplies,74.352,23.235
ORD-0998,Bruce Geld,Consumer,Office Supplies,9.912,3.2214
ORD-0405,Patrick O'Donnell,Consumer,Office Supplies,330.4,85.904
ORD-0405,Patrick O'Donnell,Consumer,Technology,604.752,37.797
ORD-0733,Maurice Satty,Consumer,Furniture,40.48,14.5728
ORD-0771,Carlos Daly,Consumer,Office Supplies,24.9,11.703
ORD-0788,Annie Zypern,Consumer,Furniture,366.786,65.2064
ORD-0520,Christina Anderson,Consumer,Office Supplies,25.44,9.9216
ORD-0520,Christina Anderson,Consumer,Office Supplies,14.88,3.72
ORD-0520,Christina Anderson,Consumer,Office Supplies,6.56,1.9024
ORD-0520,Christina Anderson,Consumer,Technology,45.48,15.918
ORD-0711,Damala Kotsonis,Corporate,Office Supplies,3.36,0.84
ORD-0711,Damala Kotsonis,Corporate,Office Supplies,27.936,9.4284
ORD-0114,Cindy Stewart,Consumer,Office Supplies,18.75,9.0
ORD-0655,Jonathan Doherty,Corporate,Technology,66.3,8.619
ORD-0711,Damala Kotsonis,Corporate,Technology,28.784,2.8784
ORD-0364,Mike Pelletier,Home Office,Furniture,330.588,-143.2548
ORD-0642,Christina VanderZanden,Consumer,Furniture,1184.72,106.6248
ORD-0642,Christina VanderZanden,Consumer,Office Supplies,6.12,2.8764
ORD-0116,Daniel Raglin,Home Office,Technology,302.376,22.6782
ORD-0637,Mike Gockenbach,Consumer,Furniture,890.841,-152.7156
ORD-0558,Guy Armstrong,Consumer,Furniture,205.666,-12.098
ORD-0964,Mark Packer,Home Office,Furniture,127.302,-9.093
ORD-0185,Susan Gilcrest,Corporate,Office Supplies,10.5,2.94
ORD-1058,Kunst Miller,Consumer,Office Supplies,49.65,20.853
ORD-0964,Mark Packer,Home Office,Office Supplies,335.72,113.3055
ORD-0591,Dorris liebe,Corporate,Office Supplies,44.4,22.2
ORD-0300,Nat Carroll,Consumer,Office Supplies,129.3,6.465
ORD-0591,Dorris liebe,Corporate,Office Supplies,15.84,0.0
ORD-0964,Mark Packer,Home Office,Technology,251.944,88.1804
ORD-0545,Trudy Glocke,Consumer,Furniture,1125.488,98.4802
ORD-0516,Alex Avila,Consumer,Office Supplies,52.98,14.8344
ORD-0545,Trudy Glocke,Consumer,Office Supplies,4.032,1.0584
ORD-0130,Karen Bern,Corporate,Office Supplies,1.869,-1.3083
ORD-0545,Trudy Glocke,Consumer,Office Supplies,12.645,-10.116
ORD-0178,Dorothy Dickinson,Consumer,Office Supplies,8.134,-13.8278
ORD-0289,Jas O'Carroll,Consumer,Office Supplies,0.852,-0.5964
ORD-0516,Alex Avila,Consumer,Office Supplies,673.568,252.588
ORD-0178,Dorothy Dickinson,Consumer,Technology,79.984,13.9972
ORD-0902,Kunst Miller,Consumer,Office Supplies,17.088,5.5536
ORD-0654,Katharine Harms,Corporate,Office Supplies,6.24,3.0576
ORD-0902,Kunst Miller,Consumer,Office Supplies,29.6,14.8
ORD-0654,Katharine Harms,Corporate,Office Supplies,66.96,2.6784
ORD-0952,Anna Häberlin,Corporate,Furniture,177.68,46.1968
ORD-0990,Rob Dowd,Consumer,Office Supplies,154.9,40.274
ORD-0914,Sam Craven,Consumer,Office Supplies,33.488,10.465
ORD-0914,Sam Craven,Consumer,Office Supplies,26.72,9.352
ORD-0990,Rob Dowd,Consumer,Office Supplies,15.84,7.128
ORD-0990,Rob Dowd,Consumer,Technology,1049.93,293.9804
ORD-0287,Katrina Edelman,Corporate,Office Supplies,11.16,5.58
ORD-0287,Katrina Edelman,Corporate,Technology,159.98,57.5928
ORD-0287,Katrina Edelman,Corporate,Technology,62.31,22.4316
ORD-0586,Maurice Satty,Consumer,Furniture,5.47,2.3521
ORD-0586,Maurice Satty,Consumer,Office Supplies,79.36,23.808
ORD-0524,Mary Zewe,Corporate,Office Supplies,7.184,2.245
ORD-0187,Paul Knutson,Home Office,Office Supplies,18.9,9.072
ORD-0801,Ken Black,Corporate,Office Supplies,12.96,6.3504
ORD-0801,Ken Black,Corporate,Office Supplies,19.44,9.3312
ORD-0801,Ken Black,Corporate,Office Supplies,232.55,9.302
ORD-0801,Ken Black,Corporate,Technology,99.98,42.9914
ORD-0145,Greg Maxwell,Corporate,Office Supplies,22.96,6.6584
ORD-0798,Ruben Dartt,Consumer,Office Supplies,26.7,7.476
ORD-0798,Ruben Dartt,Consumer,Office Supplies,13.89,4.5837
ORD-0145,Greg Maxwell,Corporate,Office Supplies,22.96,7.5768
ORD-0905,Roy Phan,Corporate,Office Supplies,115.36,56.5264
ORD-0798,Ruben Dartt,Consumer,Office Supplies,40.2,18.09
ORD-0145,Greg Maxwell,Corporate,Office Supplies,12.96,6.3504
ORD-0311,Tracy Hopkins,Home Office,Office Supplies,55.48,26.6304
ORD-0798,Ruben Dartt,Consumer,Office Supplies,689.82,20.6946
ORD-0819,John Grady,Corporate,Office Supplies,52.096,3.9072
ORD-0819,John Grady,Corporate,Office Supplies,49.632,3.7224
ORD-0145,Greg Maxwell,Corporate,Office Supplies,4164.05,83.281
ORD-0145,Greg Maxwell,Corporate,Technology,28.99,8.4071
ORD-0141,Andy Yotov,Corporate,Furniture,91.96,15.6332
ORD-0141,Andy Yotov,Corporate,Furniture,33.11,12.9129
ORD-1070,Scott Cohen,Corporate,Furniture,653.55,111.1035
ORD-0377,Shirley Daniels,Home Office,Furniture,154.764,-36.1116
ORD-0853,Frank Hawley,Corporate,Office Supplies,70.95,18.447
ORD-0853,Frank Hawley,Corporate,Office Supplies,65.568,23.7684
ORD-0633,Guy Phonely,Corporate,Office Supplies,44.91,-35.928
ORD-0141,Andy Yotov,Corporate,Office Supplies,55.48,26.6304
ORD-0141,Andy Yotov,Corporate,Office Supplies,19.44,9.3312
ORD-0377,Shirley Daniels,Home Office,Office Supplies,10.304,-2.1896
ORD-1070,Scott Cohen,Corporate,Technology,33.9,2.034
ORD-0853,Frank Hawley,Corporate,Technology,299.97,131.9868
ORD-0377,Shirley Daniels,Home Office,Technology,116.784,21.897
ORD-0448,Pauline Johnson,Consumer,Furniture,8.96,2.7776
ORD-0526,Roland Schwarz,Corporate,Office Supplies,122.97,60.2553
ORD-1014,Valerie Mitchum,Home Office,Office Supplies,58.32,27.9936
ORD-0526,Roland Schwarz,Corporate,Technology,629.95,163.787
ORD-1014,Valerie Mitchum,Home Office,Technology,200.97,50.2425
ORD-0380,Ruben Ausman,Corporate,Furniture,1215.92,316.1392
ORD-0816,Nathan Mautz,Home Office,Furniture,99.592,2.4898
ORD-0419,John Stevenson,Consumer,Furniture,172.11,-94.6605
ORD-0108,Jim Mitchum,Corporate,Office Supplies,2.368,0.8288
ORD-0984,Pauline Chand,Home Office,Office Supplies,49.792,-11.8256
ORD-0108,Jim Mitchum,Corporate,Office Supplies,19.008,6.8904
ORD-0816,Nathan Mautz,Home Office,Technology,399.96,139.986
ORD-0417,Sanjit Engle,Consumer,Office Supplies,9.584,3.3544
ORD-0143,Jay Kimmel,Consumer,Office Supplies,6.912,2.3328
ORD-0143,Jay Kimmel,Consumer,Office Supplies,10.368,3.6288
ORD-0263,Michelle Moray,Consumer,Office Supplies,87.08,24.3824
ORD-0143,Jay Kimmel,Consumer,Technology,335.944,41.993
ORD-0143,Jay Kimmel,Consumer,Technology,383.976,81.5949
ORD-0263,Michelle Moray,Consumer,Technology,217.44,91.3248
ORD-0263,Michelle Moray,Consumer,Technology,105.584,9.2386
ORD-0665,Gary Mitchum,Home Office,Technology,758.352,265.4232
ORD-0865,Kean Nguyen,Corporate,Furniture,308.499,-18.147
ORD-0722,Edward Hooks,Corporate,Office Supplies,39.68,16.2688
ORD-0865,Kean Nguyen,Corporate,Office Supplies,18.088,6.5569
ORD-0924,Stewart Visinsky,Consumer,Office Supplies,32.4,15.552
ORD-0865,Kean Nguyen,Corporate,Technology,438.368,38.3572
ORD-0865,Kean Nguyen,Corporate,Technology,1075.088,94.0702
ORD-0423,Jonathan Doherty,Corporate,Office Supplies,17.856,1.116
ORD-0423,Jonathan Doherty,Corporate,Office Supplies,509.97,-407.976
ORD-0423,Jonathan Doherty,Corporate,Office Supplies,30.992,10.0724
ORD-1041,Ben Ferrer,Home Office,Office Supplies,7.83,3.6018
ORD-0423,Jonathan Doherty,Corporate,Technology,71.928,8.3916
ORD-0402,Paul Stevenson,Home Office,Furniture,187.76,76.9816
ORD-0402,Paul Stevenson,Home Office,Office Supplies,106.96,31.0184
ORD-0875,Stephanie Phelps,Corporate,Office Supplies,39.072,9.768
ORD-0110,Kunst Miller,Consumer,Furniture,317.058,-18.1176
ORD-0268,John Lee,Consumer,Office Supplies,10.75,3.5475
ORD-0110,Kunst Miller,Consumer,Office Supplies,2.688,1.008
ORD-0268,John Lee,Consumer,Office Supplies,13.12,3.8048
ORD-0110,Kunst Miller,Consumer,Office Supplies,149.352,50.4063
ORD-0268,John Lee,Consumer,Office Supplies,11.62,3.6022
ORD-0110,Kunst Miller,Consumer,Technology,227.976,28.497
ORD-0268,John Lee,Consumer,Technology,287.968,97.1892
ORD-1063,Nicole Fjeld,Home Office,Furniture,76.14,26.649
ORD-0928,Allen Goldenen,Consumer,Office Supplies,58.05,26.703
ORD-0928,Allen Goldenen,Consumer,Office Supplies,71.28,34.2144
ORD-0126,Benjamin Patterson,Consumer,Furniture,59.92,27.5632
ORD-0611,Seth Vernon,Consumer,Furniture,744.1,-95.67
ORD-0611,Seth Vernon,Consumer,Furniture,401.59,-131.951
ORD-0611,Seth Vernon,Consumer,Office Supplies,44.84,5.605
ORD-0919,Allen Armold,Consumer,Office Supplies,16.52,5.5755
ORD-0629,Dorothy Badders,Corporate,Office Supplies,828.84,0.0
ORD-0421,Aaron Hawkins,Corporate,Office Supplies,9.912,3.3453
ORD-0421,Aaron Hawkins,Corporate,Office Supplies,247.84,121.4416
ORD-0805,Laurel Beltran,Home Office,Furniture,281.372,-12.0588
ORD-0805,Laurel Beltran,Home Office,Furniture,281.372,-12.0588
